time, counter, id, level, hp, bar_type, damage, score, proximity, active, fps, type
31.64963,30,8518,1,427,Offset HP Bar,0,0,0,0,60,61,Atomic
32.66009,29,8518,1,427,Offset HP Bar,0,0,0,0,60,61,Atomic
34.67467,60,8518,1,1000,Offset HP Bar,0,0,8,2.075,16,17,Atomic
35.68571,59,8518,1,969,Offset HP Bar,31,1,7,2.57142857142857,16,61,Atomic
36.70271,58,8518,1,908,Offset HP Bar,61,0,2,2.5,16,61,Atomic
37.71432,57,8518,1,908,Offset HP Bar,0,0,0,0,24,61,Atomic
38.7257,56,8518,1,908,Offset HP Bar,0,0,0,0,32,61,Atomic
39.73773,55,8518,1,908,Offset HP Bar,0,0,0,0,44,61,Atomic
40.7483,54,8518,1,908,Offset HP Bar,0,0,9,2.37777777777778,47,61,Atomic
41.75974,53,8518,1,877,Offset HP Bar,31,0,0,0,52,61,Atomic
42.77016,52,8518,1,877,Offset HP Bar,0,0,0,0,54,61,Atomic
43.78374,51,8518,1,877,Offset HP Bar,0,0,0,0,59,61,Atomic
44.79335,50,8518,1,877,Offset HP Bar,0,0,0,0,60,61,Atomic
45.80416,49,8518,1,846,Offset HP Bar,31,0,4,4.45,60,61,Atomic
46.8179,48,8518,1,846,Offset HP Bar,0,0,0,0,60,61,Atomic
47.82914,47,8518,1,846,Offset HP Bar,0,0,0,0,60,61,Atomic
48.83915,46,8518,1,846,Offset HP Bar,0,0,0,0,60,61,Atomic
49.8496,45,8518,1,846,Offset HP Bar,0,0,0,0,60,61,Atomic
1.746264,60,1684,1,1000,Offset HP Bar,0,0,8,2.075,16,15,Atomic
2.746646,59,1684,1,969,Offset HP Bar,31,0,8,2.1,16,60,Atomic
3.76334,58,1684,1,927,Offset HP Bar,42,0,0,0,16,61,Atomic
4.77433,57,1684,1,927,Offset HP Bar,0,0,0,0,24,61,Atomic
5.785325,56,1684,1,927,Offset HP Bar,0,0,2,2.4,32,61,Atomic
6.796925,55,1684,1,927,Offset HP Bar,0,0,0,0,44,61,Atomic
7.807135,54,1684,1,927,Offset HP Bar,0,0,8,2.45,52,61,Atomic
8.821243,53,1684,1,896,Offset HP Bar,31,0,0,0,54,61,Atomic
9.835595,52,1684,1,896,Offset HP Bar,0,0,0,0,54,61,Atomic
10.84623,51,1684,1,896,Offset HP Bar,0,0,0,0,55,61,Atomic
11.86329,50,1684,1,865,Offset HP Bar,31,0,9,3.82222222222222,59,60,Atomic
12.87331,49,1684,1,800,Offset HP Bar,65,0,0,0,59,61,Atomic
13.88471,48,1684,1,800,Offset HP Bar,0,0,0,0,60,61,Atomic
14.88752,47,1684,1,800,Offset HP Bar,0,0,0,0,60,60,Atomic
15.89489,46,1684,1,800,Offset HP Bar,0,0,6,4.73333333333333,60,60,Atomic
16.9103,45,1684,1,769,Offset HP Bar,31,0,0,0,60,61,Atomic
17.92087,44,1684,1,732,Offset HP Bar,37,0,0,0,60,61,Atomic
18.93297,43,1684,1,732,Offset HP Bar,0,0,0,0,60,61,Atomic
1.346324,60,2788,1,1000,Offset HP Bar,0,0,8,2.075,16,14,Atomic
2.348985,59,2788,1,969,Offset HP Bar,31,2,6,2.16666666666667,15,60,Atomic
3.349995,58,2788,1,969,Offset HP Bar,0,0,0,0,15,60,Atomic
4.362373,57,2788,1,969,Offset HP Bar,0,0,0,0,23,61,Atomic
5.373078,56,2788,1,938,Offset HP Bar,31,0,4,2.9,31,61,Atomic
6.388105,55,2788,1,897,Offset HP Bar,41,0,0,0,42,61,Atomic
7.399127,54,2788,1,897,Offset HP Bar,0,0,0,0,47,61,Atomic
8.399333,53,2788,1,897,Offset HP Bar,0,0,0,0,56,60,Atomic
9.412828,52,2788,1,866,Offset HP Bar,31,0,14,3.07142857142857,59,61,Atomic
10.42448,51,2788,1,793,Offset HP Bar,73,0,0,0,60,61,Atomic
11.43686,50,2788,1,793,Offset HP Bar,0,0,0,0,60,61,Atomic
12.44737,49,2788,1,793,Offset HP Bar,0,0,0,0,60,61,Atomic
1.473264,2147483648,1151,1,1000,Offset HP Bar,0,0,0,0,0,2,Atomic
2.489945,59,1151,1,969,Offset HP Bar,31,0,8,2.475,16,59,Atomic
3.500142,58,1151,1,911,Offset HP Bar,58,0,2,2.3,16,61,Atomic
4.510948,57,1151,1,911,Offset HP Bar,0,0,0,0,20,61,Atomic
5.511151,56,1151,1,911,Offset HP Bar,0,0,0,0,32,60,Atomic
6.515944,55,1151,1,911,Offset HP Bar,0,0,0,0,40,60,Atomic
7.527222,54,1151,1,911,Offset HP Bar,0,0,7,2.34285714285714,50,61,Atomic
8.541942,53,1151,1,879,Offset HP Bar,32,0,9,2.82222222222222,55,61,Atomic
9.552934,52,1151,1,793,Offset HP Bar,86,0,0,0,58,61,Atomic
10.56493,51,1151,1,793,Offset HP Bar,0,0,0,0,59,61,Atomic
11.57623,50,1151,1,793,Offset HP Bar,0,0,0,0,60,61,Atomic
13.54491,60,2292,1,1000,Offset HP Bar,0,0,8,2.075,16,19,Atomic
14.54634,59,2292,1,969,Offset HP Bar,31,2,6,2.66666666666667,16,60,Atomic
15.55338,58,2292,1,909,Offset HP Bar,60,0,6,3.06666666666667,16,60,Atomic
16.56485,57,2292,1,848,Offset HP Bar,61,0,11,2.54545454545455,24,61,Atomic
17.57529,56,2292,1,787,Offset HP Bar,61,0,2,1.5,32,61,Atomic
18.59059,55,2292,1,787,Offset HP Bar,0,0,0,0,44,61,Atomic
19.60115,54,2292,1,787,Offset HP Bar,0,0,0,0,49,61,Atomic
20.61172,53,2292,1,787,Offset HP Bar,0,0,1,3,55,61,Atomic
21.62395,52,2292,1,756,Offset HP Bar,31,0,5,3.52,55,58,Atomic
22.63918,51,2292,1,712,Offset HP Bar,44,0,0,0,55,61,Atomic
23.65047,50,2292,1,712,Offset HP Bar,0,0,0,0,55,61,Atomic
24.6606,49,2292,1,712,Offset HP Bar,0,0,0,0,57,61,Atomic
25.67383,48,2292,1,712,Offset HP Bar,0,0,0,0,57,61,Atomic
26.68456,47,2292,1,712,Offset HP Bar,0,0,0,0,58,61,Atomic
27.69575,46,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
28.70666,45,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
29.70673,44,2292,1,712,Offset HP Bar,0,0,0,0,60,60,Atomic
30.72065,43,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
31.72364,42,2292,1,712,Offset HP Bar,0,0,0,0,60,60,Atomic
32.7341,41,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
33.7448,40,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
34.75994,39,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
35.77089,38,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
36.78237,37,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
37.79306,36,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
38.80407,35,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
39.80987,34,2292,1,712,Offset HP Bar,0,0,0,0,60,60,Atomic
40.82014,33,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
41.83071,32,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
42.84566,31,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
43.8602,30,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
44.87004,29,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
45.88124,28,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
46.8918,27,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
47.90303,26,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
48.91395,25,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
49.9245,24,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
50.93477,23,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
51.94559,22,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
52.95658,21,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
53.96661,20,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
54.98166,19,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
55.99211,18,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
57.0037,17,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
58.01393,15,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
59.0245,14,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
60.03589,13,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
61.04404,12,2292,1,712,Offset HP Bar,0,0,0,0,60,60,Atomic
62.05497,11,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
63.06525,10,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
64.07607,9,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
65.08864,8,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
66.09221,7,2292,1,712,Offset HP Bar,0,0,0,0,60,60,Atomic
67.1035,6,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
68.11114,5,2292,1,712,Offset HP Bar,0,0,0,0,60,60,Atomic
69.12215,4,2292,1,712,Offset HP Bar,0,0,0,0,60,61,Atomic
70.13056,3,2292,1,712,Offset HP Bar,0,0,0,0,60,59,Atomic
71.13867,2,2292,1,712,Offset HP Bar,0,0,0,0,60,60,Atomic
72.14826,1,2292,1,712,Offset HP Bar,0,0,0,0,60,60,Atomic
73.15918,0,2292,1,712,Offset HP Bar,0,0,0,0,60,60,Atomic
73.52671,0,2292,1,712,Offset HP Bar,288,2,0,0,60,60,Timeout
6.346405,60,5552957,1,1000,Offset HP Bar,0,0,6,2.26666666666667,9,8,Atomic
